TransactionID,isFraud
468884,0
468885,0
468886,0
468887,0
468888,0
468889,0
468890,0
468891,0
468892,1
468893,0
468894,0
468895,0
468896,0
468897,0
468898,0
468899,0
468900,0
468901,0
468902,0
468903,0
468904,0
468905,0
468906,0
468907,0
468908,0
468909,1
468910,0
468911,0
468912,0
468913,0
468914,0
468915,0
468916,0
468917,0
468918,0
468919,0
468920,0
468921,0
468922,0
468923,1
468924,0
468925,0
468926,0
468927,0
468928,0
468929,0
468930,0
468931,0
468932,0
468933,0
468934,0
468935,0
468936,0
468937,0
468938,0
468939,0
468940,0
468941,0
468942,1
468943,0
468944,0
468945,0
468946,0
468947,0
468948,0
468949,0
468950,0
468951,0
468952,0
468953,0
468954,0
468955,0
468956,0
468957,0
468958,0
468959,0
468960,0
468961,1
468962,0
468963,0
468964,0
468965,0
468966,0
468967,0
468968,0
468969,0
468970,0
468971,0
468972,0
468973,1
468974,0
468975,0
468976,0
468977,0
468978,0
468979,0
468980,0
468981,0
468982,0
468983,0
468984,0
468985,0
468986,0
468987,0
468988,0
468989,0
468990,0
468991,0
468992,0
468993,0
468994,0
468995,0
468996,0
468997,0
468998,0
468999,0
469000,0
469001,0
469002,0
469003,0
469004,0
469005,0
469006,0
469007,0
469008,0
469009,0
469010,0
469011,0
469012,0
469013,0
469014,0
469015,0
469016,0
469017,0
469018,0
469019,0
469020,0
469021,0
469022,0
469023,0
469024,0
469025,0
469026,0
469027,0
469028,0
469029,0
469030,0
469031,0
469032,0
469033,0
469034,0
469035,0
469036,0
469037,0
469038,0
469039,0
469040,0
469041,0
469042,0
469043,0
469044,0
469045,0
469046,0
469047,0
469048,0
469049,0
469050,0
469051,1
469052,0
469053,0
469054,0
469055,0
469056,0
469057,0
469058,0
469059,0
469060,0
469061,0
469062,0
469063,0
469064,0
469065,0
469066,0
469067,0
469068,0
469069,1
469070,0
469071,0
469072,0
469073,0
469074,0
469075,0
469076,0
469077,0
469078,0
469079,1
469080,0
469081,0
469082,0
469083,0
469084,0
469085,0
469086,0
469087,0
469088,1
469089,0
469090,0
469091,0
469092,1
469093,0
469094,0
469095,0
469096,0
469097,0
469098,0
469099,0
469100,0
469101,0
469102,0
469103,1
469104,0
469105,0
469106,1
469107,0
469108,0
469109,0
469110,0
469111,0
469112,0
469113,0
469114,0
469115,0
469116,0
469117,0
469118,0
469119,0
469120,0
469121,0
469122,0
469123,0
469124,0
469125,0
469126,0
469127,0
469128,0
469129,0
469130,0
469131,0
469132,0
469133,1
469134,0
469135,0
469136,0
469137,0
469138,0
469139,0
469140,0
469141,0
469142,0
469143,0
469144,0
469145,1
469146,0
469147,0
469148,0
469149,0
469150,0
469151,0
469152,0
469153,0
469154,0
469155,0
469156,0
469157,0
469158,0
469159,0
469160,0
469161,0
469162,0
469163,0
469164,0
469165,0
469166,0
469167,0
469168,0
469169,1
469170,1
469171,0
469172,0
469173,0
469174,0
469175,0
469176,0
469177,0
469178,0
469179,0
469180,0
469181,0
469182,0
469183,0
469184,0
469185,0
469186,0
469187,0
469188,0
469189,0
469190,0
469191,0
469192,0
469193,0
469194,1
469195,0
469196,0
469197,0
469198,1
469199,0
469200,0
469201,0
469202,0
469203,0
469204,0
469205,0
469206,0
469207,0
469208,0
469209,0
469210,0
469211,0
469212,1
469213,0
469214,0
469215,0
469216,0
469217,0
469218,0
469219,0
469220,0
469221,0
469222,0
469223,0
469224,0
469225,1
469226,0
469227,0
469228,0
469229,0
469230,0
469231,0
469232,0
469233,0
469234,0
469235,0
469236,0
469237,0
469238,0
469239,0
469240,0
469241,0
469242,0
469243,0
469244,0
469245,0
469246,0
469247,0
469248,0
469249,1
469250,0
469251,0
469252,0
469253,0
469254,0
469255,0
469256,0
469257,0
469258,0
469259,0
469260,0
469261,0
469262,0
469263,0
469264,0
469265,0
469266,0
469267,0
469268,0
469269,0
469270,0
469271,0
469272,0
469273,0
469274,0
469275,0
469276,0
469277,1
469278,1
469279,0
469280,0
469281,0
469282,0
469283,0
469284,0
469285,0
469286,0
469287,0
469288,0
469289,0
469290,0
469291,0
469292,0
469293,0
469294,0
469295,0
469296,0
469297,0
469298,1
469299,0
469300,0
469301,0
469302,0
469303,0
469304,0
469305,0
469306,0
469307,0
469308,0
469309,0
469310,0
469311,0
469312,0
469313,0
469314,0
469315,0
469316,0
469317,0
469318,0
469319,1
469320,0
469321,0
469322,0
469323,0
469324,0
469325,0
469326,0
469327,0
469328,0
469329,1
469330,0
469331,0
469332,0
469333,0
469334,0
469335,1
469336,0
469337,0
469338,0
469339,0
469340,0
469341,0
469342,0
469343,0
469344,0
469345,0
469346,0
469347,0
469348,0
469349,0
469350,0
469351,0
469352,0
469353,0
469354,0
469355,0
469356,0
469357,0
469358,0
469359,0
469360,0
469361,0
469362,0
469363,0
469364,0
469365,0
469366,0
469367,0
469368,0
469369,0
469370,0
469371,0
469372,0
469373,0
469374,0
469375,0
469376,0
469377,0
469378,0
469379,0
469380,0
469381,0
469382,0
469383,0
469384,0
469385,0
469386,0
469387,0
469388,0
469389,0
469390,0
469391,0
469392,0
469393,0
469394,0
469395,0
469396,0
469397,0
469398,0
469399,0
469400,0
469401,0
469402,0
469403,0
469404,0
469405,0
469406,0
469407,0
469408,0
469409,0
469410,0
469411,0
469412,0
469413,0
469414,0
469415,0
469416,0
469417,0
469418,0
469419,0
469420,1
469421,0
469422,1
469423,0
469424,0
469425,0
469426,0
469427,0
469428,0
469429,0
469430,0
469431,0
469432,0
469433,0
469434,0
469435,0
469436,0
469437,0
469438,0
469439,0
469440,0
469441,0
469442,0
469443,0
469444,0
469445,0
469446,0
469447,1
469448,0
469449,0
469450,0
469451,0
469452,0
469453,0
469454,0
469455,0
469456,0
469457,0
469458,0
469459,0
469460,0
469461,0
469462,0
469463,0
469464,0
469465,1
469466,0
469467,0
469468,0
469469,0
469470,0
469471,0
469472,0
469473,0
469474,0
469475,1
469476,0
469477,0
469478,0
469479,0
469480,0
469481,0
469482,0
469483,0
469484,0
469485,0
469486,0
469487,0
469488,0
469489,0
469490,0
469491,0
469492,0
469493,0
469494,0
469495,0
469496,1
469497,1
469498,0
469499,1
469500,0
469501,0
469502,0
469503,0
469504,0
469505,1
469506,0
469507,0
469508,0
469509,0
469510,0
469511,0
469512,0
469513,0
469514,0
469515,0
469516,0
469517,0
469518,0
469519,0
469520,1
469521,0
469522,0
469523,0
469524,0
469525,0
469526,0
469527,0
469528,0
469529,0
469530,0
469531,0
469532,0
469533,0
469534,0
469535,0
469536,0
469537,0
469538,0
469539,0
469540,0
469541,0
469542,0
469543,0
469544,0
469545,0
469546,0
469547,0
469548,0
469549,0
469550,0
469551,0
469552,0
469553,0
469554,0
469555,0
469556,0
469557,0
469558,0
469559,0
469560,0
469561,0
469562,0
469563,0
469564,1
469565,0
469566,0
469567,1
469568,0
469569,0
469570,0
469571,0
469572,0
469573,0
469574,0
469575,0
469576,0
469577,0
469578,0
469579,0
469580,0
469581,0
469582,0
469583,0
469584,0
469585,1
469586,0
469587,0
469588,0
469589,0
469590,0
469591,0
469592,0
469593,0
469594,0
469595,0
469596,0
469597,0
469598,0
469599,0
469600,0
469601,0
469602,0
469603,0
469604,0
469605,0
469606,0
469607,0
469608,0
469609,0
469610,0
469611,0
469612,0
469613,0
469614,0
469615,0
469616,0
469617,0
469618,0
469619,0
469620,0
469621,0
469622,0
469623,0
469624,0
469625,0
469626,0
469627,0
469628,0
469629,0
469630,0
469631,0
469632,0
469633,0
469634,0
469635,0
469636,0
469637,0
469638,0
469639,0
469640,0
469641,0
469642,0
469643,0
469644,0
469645,0
469646,0
469647,0
469648,0
469649,0
469650,0
469651,0
469652,0
469653,0
469654,0
469655,0
469656,0
469657,0
469658,0
469659,0
469660,0
469661,0
469662,0
469663,0
469664,0
469665,0
469666,0
469667,0
469668,0
469669,0
469670,0
469671,0
469672,0
469673,0
469674,0
469675,0
469676,0
469677,0
469678,0
469679,0
469680,0
469681,0
469682,0
469683,0
469684,0
469685,1
469686,0
469687,0
469688,0
469689,0
469690,0
469691,0
469692,0
469693,0
469694,0
469695,0
469696,0
469697,0
469698,0
469699,0
469700,0
469701,0
469702,0
469703,0
469704,0
469705,0
469706,0
469707,0
469708,0
469709,0
469710,0
469711,0
469712,0
469713,0
469714,0
469715,0
469716,0
469717,0
469718,0
469719,1
469720,0
469721,0
469722,0
469723,0
469724,0
469725,0
469726,0
469727,0
469728,0
469729,0
469730,0
469731,0
469732,0
469733,1
469734,0
469735,0
469736,0
469737,0
469738,0
469739,0
469740,0
469741,0
469742,0
469743,0
469744,0
469745,0
469746,0
469747,1
469748,0
469749,0
469750,0
469751,0
469752,0
469753,0
469754,0
469755,0
469756,0
469757,0
469758,0
469759,0
469760,0
469761,0
469762,0
469763,0
469764,0
469765,0
469766,0
469767,0
469768,0
469769,0
469770,0
469771,0
469772,1
469773,0
469774,0
469775,0
469776,0
469777,0
469778,0
469779,0
469780,0
469781,0
469782,0
469783,0
469784,0
469785,0
469786,0
469787,0
469788,0
469789,0
469790,0
469791,0
469792,0
469793,0
469794,0
469795,0
469796,0
469797,0
469798,0
469799,0
469800,0
469801,0
469802,0
469803,0
469804,0
469805,0
469806,0
469807,0
469808,0
469809,0
469810,0
469811,0
469812,0
469813,0
469814,0
469815,0
469816,0
469817,0
469818,0
469819,0
469820,0
469821,0
469822,0
469823,0
469824,0
469825,0
469826,0
469827,0
469828,0
469829,0
469830,0
469831,0
469832,0
469833,0
469834,1
469835,0
469836,0
469837,0
469838,0
469839,0
469840,0
469841,0
469842,0
469843,0
469844,0
469845,0
469846,0
469847,0
469848,0
469849,0
469850,0
469851,0
469852,0
469853,0
469854,0
469855,0
469856,0
469857,0
469858,0
469859,0
469860,0
469861,0
469862,0
469863,0
469864,0
469865,0
469866,0
469867,0
469868,0
469869,0
469870,0
469871,0
469872,0
469873,0
469874,0
469875,0
469876,0
469877,0
469878,0
469879,0
469880,0
469881,0
469882,0
469883,1
469884,0
469885,0
469886,0
469887,0
469888,0
469889,0
469890,0
469891,0
469892,0
469893,0
469894,0
469895,0
469896,0
469897,0
469898,0
469899,0
469900,0
469901,0
469902,0
469903,0
469904,0
469905,0
469906,0
469907,0
469908,0
469909,0
469910,0
469911,0
469912,0
469913,0
469914,0
469915,0
469916,0
469917,0
469918,0
469919,0
469920,0
469921,0
469922,0
469923,0
469924,0
469925,0
469926,0
469927,0
469928,0
469929,0
469930,0
469931,0
469932,0
469933,0
469934,0
469935,0
469936,0
469937,0
469938,0
469939,0
469940,0
469941,0
469942,0
469943,0
469944,0
469945,0
469946,1
469947,0
469948,0
469949,0
469950,0
469951,0
469952,0
469953,0
469954,0
469955,0
469956,0
469957,0
469958,0
469959,0
469960,0
469961,0
469962,0
469963,0
469964,0
469965,0
469966,0
469967,0
469968,0
469969,0
469970,0
469971,0
469972,0
469973,0
469974,0
469975,0
469976,0
469977,1
469978,0
469979,0
469980,0
469981,0
469982,0
469983,0
469984,0
469985,0
469986,0
469987,0
469988,0
469989,0
469990,0
469991,0
469992,0
469993,0
469994,0
469995,0
469996,0
469997,0
469998,0
469999,0
470000,0
470001,0
470002,0
470003,0
470004,0
470005,0
470006,0
470007,0
470008,0
470009,1
470010,0
470011,0
470012,0
470013,0
470014,0
470015,0
470016,0
470017,0
470018,0
470019,0
470020,0
470021,0
470022,0
470023,1
470024,0
470025,0
470026,1
470027,0
470028,0
470029,0
470030,0
470031,0
470032,0
470033,0
470034,0
470035,0
470036,0
470037,0
470038,0
470039,0
470040,0
470041,0
470042,0
470043,0
470044,0
470045,0
470046,0
470047,0
470048,0
470049,0
470050,0
470051,0
470052,0
470053,0
470054,0
470055,0
470056,0
470057,0
470058,0
470059,1
470060,0
470061,0
470062,0
470063,0
470064,0
470065,0
470066,0
470067,0
470068,0
470069,0
470070,0
470071,0
470072,0
470073,0
470074,0
470075,0
470076,0
470077,0
470078,0
470079,0
470080,0
470081,0
470082,0
470083,0
470084,0
470085,0
470086,0
470087,0
470088,1
470089,0
470090,0
470091,0
470092,0
470093,0
470094,1
470095,0
470096,0
470097,1
470098,0
470099,0
470100,0
470101,0
470102,0
470103,0
470104,0
470105,0
470106,0
470107,1
470108,0
470109,0
470110,0
470111,0
470112,0
470113,0
470114,0
470115,0
470116,1
470117,0
470118,0
470119,0
470120,0
470121,0
470122,0
470123,0
470124,0
470125,0
470126,0
470127,0
470128,0
470129,0
470130,0
470131,0
470132,0
470133,0
470134,0
470135,0
470136,0
470137,0
470138,0
470139,0
470140,0
470141,0
470142,0
470143,0
470144,0
470145,0
470146,0
470147,0
470148,0
470149,0
470150,0
470151,0
470152,0
470153,0
470154,0
470155,0
470156,0
470157,0
470158,0
470159,0
470160,0
470161,0
470162,1
470163,0
470164,0
470165,0
470166,0
470167,0
470168,0
470169,0
470170,0
470171,0
470172,0
470173,0
470174,0
470175,0
470176,0
470177,0
470178,0
470179,0
470180,0
470181,0
470182,0
470183,0
470184,0
470185,0
470186,0
470187,0
470188,0
470189,0
470190,0
470191,0
470192,0
470193,0
470194,0
470195,0
470196,0
470197,0
470198,0
470199,0
470200,0
470201,0
470202,0
470203,0
470204,0
470205,0
470206,0
470207,0
470208,0
470209,0
470210,0
470211,0
470212,1
470213,0
470214,0
470215,0
470216,0
470217,0
470218,0
470219,0
470220,0
470221,0
470222,0
470223,0
470224,0
470225,0
470226,0
470227,0
470228,0
470229,0
470230,0
470231,0
470232,0
470233,0
470234,0
470235,0
470236,0
470237,0
470238,0
470239,0
470240,0
470241,0
470242,0
470243,0
470244,0
470245,0
470246,0
470247,0
470248,0
470249,0
470250,0
470251,0
470252,0
470253,0
470254,0
470255,0
470256,0
470257,0
470258,0
470259,0
470260,0
470261,0
470262,0
470263,0
470264,0
470265,0
470266,0
470267,0
470268,0
470269,1
470270,0
470271,0
470272,0
470273,0
470274,0
470275,0
470276,0
470277,0
470278,0
470279,0
470280,0
470281,0
470282,0
470283,0
470284,0
470285,0
470286,0
470287,0
470288,0
470289,0
470290,0
470291,0
470292,0
470293,0
470294,0
470295,0
470296,0
470297,0
470298,0
470299,0
470300,0
470301,0
470302,0
470303,0
470304,0
470305,0
470306,0
470307,0
470308,0
470309,0
470310,0
470311,0
470312,0
470313,0
470314,0
470315,0
470316,0
470317,0
470318,0
470319,0
470320,0
470321,0
470322,1
470323,0
470324,0
470325,0
470326,0
470327,0
470328,0
470329,0
470330,0
470331,0
470332,0
470333,0
470334,0
470335,0
470336,0
470337,0
470338,0
470339,0
470340,0
470341,0
470342,0
470343,0
470344,0
470345,0
470346,0
470347,0
470348,0
470349,0
470350,0
470351,0
470352,0
470353,0
470354,0
470355,1
470356,0
470357,0
470358,0
470359,0
470360,0
470361,0
470362,0
470363,0
470364,0
470365,0
470366,0
470367,0
470368,0
470369,1
470370,0
470371,0
470372,0
470373,0
470374,0
470375,0
470376,0
470377,0
470378,0
470379,0
470380,0
470381,0
470382,0
470383,0
470384,0
470385,0
470386,0
470387,0
470388,0
470389,0
470390,0
470391,0
470392,0
470393,0
470394,0
470395,0
470396,0
470397,0
470398,0
470399,0
470400,0
470401,0
470402,0
470403,0
470404,0
470405,0
470406,0
470407,0
470408,0
470409,0
470410,0
470411,0
470412,0
470413,0
470414,0
470415,0
470416,0
470417,0
470418,0
470419,0
470420,0
470421,1
470422,0
470423,0
470424,0
470425,0
470426,0
470427,0
470428,0
470429,0
470430,0
470431,0
470432,0
470433,0
470434,0
470435,1
470436,0
470437,0
470438,0
470439,0
470440,0
470441,0
470442,0
470443,0
470444,0
470445,0
470446,0
470447,0
470448,0
470449,0
470450,0
470451,0
470452,0
470453,0
470454,0
470455,0
470456,0
470457,0
470458,0
470459,1
470460,0
470461,0
470462,0
470463,0
470464,0
470465,0
470466,0
470467,0
470468,0
470469,0
470470,0
470471,0
470472,0
470473,0
470474,1
470475,0
470476,0
470477,0
470478,0
470479,1
470480,0
470481,0
470482,0
470483,0
470484,0
470485,0
470486,0
470487,0
470488,0
470489,0
470490,0
470491,1
470492,0
470493,0
470494,1
470495,0
470496,0
470497,0
470498,0
470499,0
470500,0
470501,0
470502,0
470503,1
470504,0
470505,0
470506,0
470507,0
470508,0
470509,0
470510,0
470511,0
470512,0
470513,0
470514,0
470515,0
470516,0
470517,0
470518,0
470519,0
470520,0
470521,0
470522,0
470523,0
470524,0
470525,0
470526,0
470527,0
470528,0
470529,0
470530,0
470531,0
470532,0
470533,0
470534,0
470535,0
470536,0
470537,0
470538,0
470539,0
470540,0
470541,0
470542,0
470543,0
470544,0
470545,0
470546,0
470547,0
470548,0
470549,0
470550,0
470551,0
470552,0
470553,0
470554,0
470555,0
470556,0
470557,0
470558,0
470559,0
470560,0
470561,0
470562,0
470563,0
470564,0
470565,0
470566,0
470567,0
470568,0
470569,0
470570,0
470571,0
470572,0
470573,0
470574,0
470575,0
470576,0
470577,0
470578,0
470579,0
470580,0
470581,0
470582,0
470583,0
470584,0
470585,0
470586,0
470587,0
470588,0
470589,0
470590,0
470591,0
470592,0
470593,0
470594,0
470595,0
470596,0
470597,0
470598,0
470599,0
470600,0
470601,0
470602,0
470603,0
470604,0
470605,0
470606,0
470607,0
470608,0
470609,0
470610,0
470611,0
470612,0
470613,0
470614,0
470615,0
470616,0
470617,0
470618,0
470619,0
470620,0
470621,0
470622,0
470623,0
470624,0
470625,0
470626,0
470627,1
470628,0
470629,0
470630,0
470631,0
470632,0
470633,0
470634,0
470635,0
470636,0
470637,0
470638,0
470639,0
470640,0
470641,0
470642,0
470643,0
470644,0
470645,0
470646,0
470647,0
470648,0
470649,0
470650,0
470651,0
470652,0
470653,0
470654,0
470655,0
470656,0
470657,0
470658,0
470659,0
470660,0
470661,0
470662,0
470663,0
470664,0
470665,0
470666,1
470667,0
470668,0
470669,0
470670,0
470671,0
470672,0
470673,0
470674,0
470675,0
470676,0
470677,0
470678,0
470679,0
470680,0
470681,0
470682,0
470683,0
470684,0
470685,0
470686,0
470687,0
470688,0
470689,0
470690,0
470691,0
470692,0
470693,0
470694,0
470695,0
470696,0
470697,0
470698,0
470699,0
470700,0
470701,0
470702,0
470703,0
470704,0
470705,0
470706,0
470707,0
470708,0
470709,0
470710,0
470711,0
470712,0
470713,0
470714,0
470715,0
470716,0
470717,0
470718,0
470719,0
470720,0
470721,0
470722,0
470723,0
470724,0
470725,0
470726,0
470727,0
470728,0
470729,0
470730,0
470731,0
470732,0
470733,0
470734,0
470735,0
470736,0
470737,0
470738,0
470739,0
470740,0
470741,0
470742,0
470743,0
470744,0
470745,0
470746,0
470747,0
470748,0
470749,0
470750,0
470751,0
470752,0
470753,0
470754,1
470755,0
470756,0
470757,0
470758,0
470759,0
470760,0
470761,0
470762,0
470763,0
470764,0
470765,0
470766,0
470767,0
470768,0
470769,0
470770,0
470771,0
470772,0
470773,0
470774,0
470775,1
470776,0
470777,1
470778,0
470779,0
470780,0
470781,0
470782,0
470783,0
470784,0
470785,0
470786,0
470787,0
470788,0
470789,0
470790,0
470791,0
470792,0
470793,0
470794,0
470795,1
470796,0
470797,0
470798,0
470799,0
470800,0
470801,0
470802,0
470803,0
470804,0
470805,0
470806,0
470807,0
470808,0
470809,0
470810,0
470811,0
470812,1
470813,0
470814,0
470815,0
470816,0
470817,0
470818,0
470819,0
470820,0
470821,0
470822,0
470823,0
470824,0
470825,0
470826,0
470827,0
470828,0
470829,0
470830,0
470831,0
470832,0
470833,0
470834,0
470835,0
470836,0
470837,0
470838,0
470839,0
470840,0
470841,0
470842,0
470843,0
470844,0
470845,0
470846,0
470847,0
470848,0
470849,0
470850,0
470851,0
470852,0
470853,0
470854,0
470855,0
470856,0
470857,0
470858,0
470859,0
470860,1
470861,0
470862,0
470863,0
470864,0
470865,0
470866,0
470867,0
470868,0
470869,0
470870,0
470871,0
470872,0
470873,1
470874,0
470875,0
470876,0
470877,0
470878,0
470879,0
470880,0
470881,1
470882,0
470883,0
470884,0
470885,0
470886,0
470887,0
470888,0
470889,0
470890,0
470891,0
470892,0
470893,0
470894,0
470895,0
470896,0
470897,0
470898,0
470899,0
470900,0
470901,0
470902,0
470903,0
470904,0
470905,0
470906,0
470907,0
470908,0
470909,0
470910,0
470911,0
470912,0
470913,0
470914,0
470915,0
470916,0
470917,0
470918,0
470919,0
470920,0
470921,0
470922,0
470923,0
470924,0
470925,0
470926,0
470927,0
470928,0
470929,0
470930,0
470931,0
470932,0
470933,0
470934,0
470935,0
470936,0
470937,0
470938,0
470939,0
470940,0
470941,0
470942,1
470943,0
470944,0
470945,0
470946,0
470947,0
470948,0
470949,0
470950,0
470951,0
470952,0
470953,0
470954,0
470955,0
470956,0
470957,0
470958,0
470959,0
470960,0
470961,0
470962,0
470963,1
470964,0
470965,1
470966,0
470967,0
470968,0
470969,1
470970,0
470971,0
470972,0
470973,0
470974,0
470975,0
470976,0
470977,0
470978,0
470979,0
470980,0
470981,0
470982,0
470983,0
470984,0
470985,0
470986,0
470987,0
470988,0
470989,0
470990,0
470991,0
470992,0
470993,1
470994,0
470995,0
470996,0
470997,0
470998,0
470999,0
471000,0
471001,0
471002,0
471003,0
471004,0
471005,0
471006,0
471007,0
471008,0
471009,0
471010,0
471011,0
471012,0
471013,0
471014,0
471015,0
471016,0
471017,0
471018,0
471019,0
471020,0
471021,0
471022,0
471023,0
471024,0
471025,0
471026,0
471027,0
471028,0
471029,0
471030,0
471031,0
471032,0
471033,0
471034,0
471035,0
471036,0
471037,0
471038,0
471039,0
471040,0
471041,0
471042,0
471043,0
471044,0
471045,0
471046,1
471047,0
471048,0
471049,0
471050,0
471051,0
471052,0
471053,0
471054,0
471055,0
471056,0
471057,0
471058,0
471059,0
471060,0
471061,0
471062,0
471063,0
471064,0
471065,0
471066,0
471067,0
471068,0
471069,0
471070,0
471071,0
471072,0
471073,0
471074,0
471075,0
471076,0
471077,0
471078,0
471079,0
471080,0
471081,0
471082,0
471083,0
471084,0
471085,0
471086,0
471087,0
471088,0
471089,0
471090,0
471091,0
471092,0
471093,0
471094,0
471095,0
471096,0
471097,0
471098,0
471099,0
471100,0
471101,0
471102,0
471103,0
471104,0
471105,0
471106,0
471107,0
471108,0
471109,1
471110,0
471111,0
471112,0
471113,0
471114,0
471115,0
471116,0
471117,0
471118,0
471119,0
471120,0
471121,0
471122,0
471123,0
471124,0
471125,1
471126,0
471127,0
471128,0
471129,0
471130,0
471131,0
471132,0
471133,0
471134,0
471135,0
471136,0
471137,0
471138,0
471139,0
471140,0
471141,0
471142,0
471143,0
471144,0
471145,0
471146,0
471147,0
471148,0
471149,0
471150,0
471151,0
471152,0
471153,0
471154,0
471155,0
471156,0
471157,0
471158,0
471159,0
471160,0
471161,0
471162,0
471163,0
471164,0
471165,0
471166,0
471167,0
471168,0
471169,0
471170,0
471171,0
471172,0
471173,0
471174,0
471175,0
471176,0
471177,0
471178,0
471179,0
471180,0
471181,0
471182,0
471183,0
471184,0
471185,0
471186,0
471187,0
471188,0
471189,0
471190,0
471191,0
471192,0
471193,1
471194,0
471195,0
471196,0
471197,0
471198,0
471199,0
471200,0
471201,0
471202,0
471203,0
471204,0
471205,0
471206,0
471207,0
471208,0
471209,0
471210,0
471211,0
471212,0
471213,0
471214,0
471215,0
471216,0
471217,0
471218,0
471219,0
471220,0
471221,0
471222,0
471223,0
471224,1
471225,0
471226,0
471227,0
471228,0
471229,0
471230,0
471231,0
471232,0
471233,0
471234,0
471235,0
471236,0
471237,0
471238,0
471239,0
471240,0
471241,0
471242,0
471243,0
471244,0
471245,0
471246,0
471247,0
471248,0
471249,0
471250,0
471251,0
471252,1
471253,0
471254,0
471255,0
471256,0
471257,0
471258,0
471259,0
471260,0
471261,0
471262,0
471263,0
471264,0
471265,0
471266,0
471267,0
471268,0
471269,0
471270,0
471271,0
471272,0
471273,0
471274,0
471275,0
471276,0
471277,0
471278,0
471279,0
471280,0
471281,0
471282,0
471283,0
471284,0
471285,0
471286,0
471287,0
471288,0
471289,0
471290,0
471291,0
471292,0
471293,0
471294,0
471295,0
471296,0
471297,1
471298,0
471299,0
471300,0
471301,0
471302,0
471303,0
471304,0
471305,0
471306,0
471307,0
471308,0
471309,0
471310,0
471311,0
471312,0
471313,0
471314,0
471315,0
471316,0
471317,0
471318,0
471319,0
471320,0
471321,0
471322,0
471323,0
471324,0
471325,0
471326,0
471327,0
471328,0
471329,0
471330,0
471331,0
471332,1
471333,0
471334,0
471335,0
471336,0
471337,0
471338,0
471339,0
471340,0
471341,0
471342,0
471343,0
471344,0
471345,0
471346,0
471347,0
471348,0
471349,1
471350,0
471351,0
471352,0
471353,0
471354,0
471355,0
471356,0
471357,0
471358,0
471359,0
471360,0
471361,0
471362,0
471363,0
471364,0
471365,0
471366,0
471367,0
471368,0
471369,0
471370,0
471371,0
471372,0
471373,0
471374,0
471375,0
471376,0
471377,0
471378,0
471379,0
471380,0
471381,0
471382,0
471383,0
471384,0
471385,0
471386,0
471387,0
471388,0
471389,0
471390,0
471391,0
471392,0
471393,0
471394,0
471395,0
471396,0
471397,0
471398,0
471399,1
471400,0
471401,0
471402,0
471403,0
471404,0
471405,0
471406,0
471407,0
471408,0
471409,0
471410,0
471411,0
471412,0
471413,0
471414,0
471415,0
471416,0
471417,0
471418,0
471419,0
471420,0
471421,0
471422,0
471423,0
471424,0
471425,0
471426,0
471427,0
471428,0
471429,0
471430,0
471431,0
471432,0
471433,0
471434,0
471435,0
471436,0
471437,0
471438,0
471439,0
471440,0
471441,0
471442,1
471443,0
471444,0
471445,0
471446,0
471447,0
